OP,A1,A2,A3 
+,5945,533,11244
+,17278,9497,16298
+,11042,7676,14874
+,17062,6465,8831
+,14748,17246,6316
+,4605,1072,10365
+,8014,3686,17668
+,7971,1186,5284
+,16589,13633,16798
+,4989,18734,13620
+,14922,5246,14192
+,12681,15612,1199
+,12913,6958,6027
+,6945,774,8808
+,15509,10130,18331
+,18851,14452,3012
+,16468,3704,20
+,13835,13089,12496
+,1576,4942,12678
+,16705,9904,10244
+,8227,7624,19422
+,4233,1659,1777
+,18719,12041,5049
+,18228,3702,12589
+,14654,7268,8592
+,12149,15555,7026
+,14854,16385,18613
+,801,9949,13567
+,8003,7070,10365
+,9726,11296,16311
+,7746,10568,8989
+,13815,10092,13158
+,9019,1373,15335
+,6884,4061,8699
+,1328,5619,8278
+,11877,13610,18255
+,7805,3915,12634
+,14757,10336,18487
+,13020,16897,7523
+,14575,8325,17534
+,9837,14310,15806
+,11024,10602,7191
+,1064,3130,10998
+,11643,15907,11521
+,18284,13815,19856
+,3031,5668,17382
+,14664,18662,9778
+,15579,8042,14449
+,14095,2852,990
+,7765,8969,2218
+,18447,12838,15667
+,7791,11042,19043
+,15337,17646,689
+,8870,7824,6335
+,8867,13950,12700
+,8405,309,2442
+,19438,17441,611
+,9364,2235,4777
+,8250,2086,17341
+,4147,13991,11752
-,934,0,0
+,15537,9288,5824
+,2994,13696,14414
+,12035,19898,6695
+,2412,19991,3700
+,13731,10185,9557
+,3213,10901,6751
+,10927,1327,9497
+,2008,10976,5731
+,6916,19526,14335
+,13426,14005,11048
+,15022,10631,16776
+,19026,17270,15026
+,4285,19916,17310
+,19304,3814,3573
+,11098,4873,8686
+,7923,3131,5914
-,699,0,0
+,3483,9481,11591
+,10352,3405,12079
+,8799,19825,5431
+,18442,7066,10946
+,8166,5046,6903
+,6267,17772,8967
+,8418,11267,9992
+,10710,10542,8590
-,272,0,0
+,2789,6742,150
+,14531,5808,11122
+,7699,6261,13574
+,16113,3839,19470
+,16246,13137,11379
+,4085,8547,11832
+,1232,15982,4239
+,3182,17197,771
+,9915,15770,3399
+,1174,12336,14706
-,487,0,0
+,4230,12389,9485
+,5481,13428,13519
+,14063,9761,16579
+,8778,10655,8819
+,11708,18525,18253
+,9418,2557,16220
+,3242,13754,8105
+,10568,11603,19363
+,16671,372,5788
+,8833,9388,1475
+,14340,5798,12272
+,18605,6777,14665
+,10088,12905,14539
-,120,0,0
+,7037,19950,1360
+,2724,7490,7669
+,9529,4226,8405
+,2456,6231,18048
+,10114,18539,19309
+,18903,8858,17641
+,12136,4102,8623
+,15061,15423,2169
+,18277,11368,3237
+,8631,13957,2959
+,4515,7652,7238
+,805,5930,5946
+,12544,6395,601
+,10385,8627,4182
+,18876,14109,16357
+,2019,3441,6313
+,8455,7588,5398
+,11310,8594,6153
+,13110,13840,7911
+,1510,18813,17638
+,2516,12679,5361
+,8039,17512,14673
+,11438,32,8513
+,12593,10419,17400
+,18385,1518,2522
+,11390,1688,18806
+,12458,10309,4708
+,19172,806,12626
+,7231,11811,1703
+,15905,3542,775
+,17769,16246,7167
+,18478,9488,4686
+,1990,12191,9992
+,4939,15251,13149
+,11966,19792,5118
+,16123,177,7713
+,6089,10530,10120
+,14734,3423,4598
+,5189,13759,9143
+,13762,16851,9891
-,464,0,0
+,9409,9106,10808
+,7045,5413,2881
+,19317,19507,17224
+,4929,6975,10126
+,9253,18520,17527
+,17465,5992,7367
+,12953,11337,354
+,19744,1530,10803
+,13134,9398,5816
+,17588,6059,13344
+,10395,18146,6313
+,13691,4583,11821
+,10506,15738,16026
-,625,0,0
+,8542,18068,19130
+,12088,228,3130
+,17807,9306,8587
+,683,12819,16881
+,10173,1928,17414
+,5851,8398,2082
+,11234,7373,17729
+,7224,13752,11009
+,13352,10651,17634
+,8030,15051,11099
+,2286,2629,5706
+,13070,4189,4901
+,1943,2171,12463
+,3368,6319,11592
+,15807,9036,9756
+,16262,2056,6067
+,17765,3987,16434
+,16101,15995,3651
+,6603,17534,12608
+,13248,10719,18999
+,13407,5025,2214
+,9497,5707,4940
+,1648,18813,15741
+,3377,2098,17574
+,15091,11506,14008
+,11878,7157,3136
+,8665,16177,13042
+,12373,6786,19563
+,8708,16217,3083
+,18647,2411,3546
+,17893,15225,7236
+,19985,270,9428
+,10394,10695,8747
+,11332,15167,8141
-,955,0,0
+,2406,2347,16222
+,6590,16053,16661
+,1426,17392,15220
+,1882,19525,7807
+,7321,7764,8400
+,1580,16766,17228
+,3203,7281,11866
+,4314,3505,9653
+,4871,9355,15512
+,10799,19384,18025
+,6433,4341,18986
+,707,12611,9441
+,8471,9038,7631
+,7751,10734,15629
+,3238,16744,10398
+,14512,14807,5206
+,12680,5008,12341
+,11680,9225,9156
+,16470,13268,18721
+,7818,4368,18586
-,674,0,0
+,19653,19761,13563
+,17084,9652,14453
+,4420,8237,6152
+,677,5258,14053
+,16848,7682,10385
+,2801,17982,15872
+,15155,15477,18409
+,1342,11656,1684
-,49,0,0
+,10988,5302,12580
+,17163,3087,4938
+,7717,17548,10431
+,7521,10502,1327
+,12058,347,6214
+,7862,2017,4485
+,16750,13302,706
+,4941,6485,438
+,9979,17855,15944
+,286,8143,12611
+,4078,2376,1270
+,1368,5194,15841
+,14965,19024,18011
+,15232,19118,6832
+,10255,19742,9855
+,15383,7696,8426
+,3643,12297,9004
+,1000,7296,17451
+,1351,14449,14484
+,14645,6791,6269
-,155,0,0
+,11100,14694,9353
+,14317,5115,15275
+,9973,6346,5377
+,14636,17559,2
+,19891,14626,18288
+,5,16724,576
+,3704,92,13734
+,17210,11562,7055
+,13424,6226,5021
+,10214,13960,7272
-,432,0,0
+,11387,13096,2314
-,221,0,0
+,18453,3960,10204
+,14305,5284,13695
+,17291,7809,19022
+,17579,2582,16940
+,17821,16252,16043
+,9589,11855,6196
+,7411,3277,14357
+,13266,3920,11096
+,12635,17755,676
+,17361,10417,9237
+,5129,2564,9206
+,10910,1113,2641
-,380,0,0
+,5000,8840,15681
+,14460,4076,7939
+,6574,12517,7023
+,16859,15530,6877
+,13981,16255,9408
-,992,0,0
+,4801,17847,18958
+,18481,11728,16474
+,11000,4468,12717
+,11601,7229,11733
+,14795,6842,10785
+,16664,14664,2493
+,17732,17104,12914
+,622,3139,1801
+,1764,19267,14656
+,222,4321,9085
+,5180,19837,3453
+,15279,7470,6536
-,17,0,0
-,181,0,0
+,7754,363,5002
+,17329,148,14572
+,15176,17725,6517
+,13054,8636,18490
-,74,0,0
+,4191,2434,17365
+,8556,15837,16714
+,8284,8903,14437
+,12205,5314,1545
+,17814,17362,3427
+,6425,18066,18420
+,18381,4604,9966
+,7490,11414,8681
+,7020,14896,17826
+,5259,16821,4357
+,16701,4493,14290
+,12385,10383,173
+,7543,6239,9863
+,1773,6699,7744
+,6060,17422,9080
-,19,0,0
+,2100,18798,11577
+,16769,16069,14134
+,9614,6597,6295
+,17231,13216,8016
+,8536,9957,11027
+,18221,8077,13263
+,1437,3691,6017
+,11116,12901,2414
+,5366,6068,10064
+,1066,12679,5609
+,8581,16004,3228
+,1076,9521,12225
+,9194,14104,17556
+,14284,16149,19204
+,9125,12902,5043
+,7462,1956,18105
+,13292,13328,6048
+,1736,6791,14514
+,7412,10665,11740
+,6505,10523,15970
+,3709,9769,9031
+,15293,13346,7944
+,13976,4295,15776
+,7915,4714,19861
+,1052,3696,9195
+,7328,3887,12772
+,2341,3335,1092
+,6537,2050,2262
+,6935,15621,15293
+,17360,17989,10284
+,19537,5372,11111
+,2138,13433,120
+,19665,7345,19598
-,743,0,0
+,778,2910,1545
+,12530,960,1026
+,14819,1592,10894
+,6458,1028,12990
+,14249,5738,13955
+,11757,7781,1117
+,2365,11106,19133
+,4466,18670,4843
+,16087,15765,1189
+,10134,15944,7847
+,10737,15791,16903
+,13904,14588,14604
+,9781,8942,625
+,7872,1650,8439
+,19874,10965,8365
-,900,0,0
+,3384,15718,16831
+,530,1253,6873
+,18243,8269,8792
+,17381,3659,2949
-,921,0,0
+,17018,16885,10307
+,4768,11953,10988
+,1496,19489,13609
+,4192,2812,1482
+,12426,2750,3816
+,13408,8764,2582
+,14811,4756,468
+,10546,7023,4577
+,13194,2202,5676
-,450,0,0
+,1465,19411,17011
+,17352,10596,6080
-,152,0,0
+,19395,7407,8961
+,3592,6925,15254
+,1069,9016,4738
+,15497,321,13684
+,15326,7826,8124
+,19124,3041,16278
+,2011,17028,7783
+,12451,5885,6998
+,9911,16703,16443
+,10621,5833,14151
+,19938,9254,9624
+,18524,15545,13333
+,11410,9937,9353
+,9236,12998,19121
+,12049,3323,6882
+,1738,1431,5418
-,395,0,0
+,10240,2787,16348
+,16540,17804,3623
+,12928,2753,14843
-,1000,0,0
+,6182,19135,12139
+,11902,14534,9067
+,10694,19734,9632
+,2472,18293,18755
+,16037,11879,5596
+,13415,2139,9757
+,10137,7127,1279
+,15733,10814,17256
+,7697,15441,6571
+,6983,10626,13841
+,85,13223,2211
+,10889,6192,10767
+,17876,4851,6322
+,4816,13250,19155
+,18144,15322,15008
+,11249,844,1831
+,19192,16811,7401
+,5841,16621,9201
+,13482,3695,9944
+,1466,10463,4531
+,16170,14772,10459
+,10728,5538,6918
+,11002,1037,1862
+,2503,4555,17553
+,5066,3800,17296
+,5089,11186,3727
+,3783,15758,15265
+,19253,8303,1352
+,8451,8399,947
+,6183,9600,16562
+,9391,7438,14395
+,12666,13367,3199
+,13794,26,10929
+,1854,14153,17683
+,16007,12787,4699
-,91,0,0
+,11581,14375,2420
-,489,0,0
+,13029,15362,1204
+,19442,4097,11750
+,13369,6896,11937
-,781,0,0
+,17551,6826,7350
+,183,1846,14461
+,3283,17828,12900
+,1455,17391,16571
+,3210,6996,14086
+,18793,4277,12351
+,3222,44,18836
+,11659,11946,4603
+,15432,4105,2259
+,13501,2427,1812
+,17556,9297,4170
+,8457,16281,16226
+,6343,11927,18032
+,408,2275,9003
+,19420,2549,8838
+,15899,2442,2940
+,386,342,6323
+,16656,18676,1769
+,17508,18517,4277
+,17562,16983,12568
+,11240,715,16972
+,19646,1966,9318
+,4412,12526,11220
+,15308,17109,12367
+,12965,8544,3901
+,3244,12301,4508
+,7602,7292,517
+,8044,18562,162
+,11900,16679,6057
+,19557,15588,18300
+,16967,6891,5054
+,5198,5555,18739
+,7890,1111,13232
-,492,0,0
+,12642,164,1703
+,15477,19545,1394
+,7690,17661,17084
+,3435,12365,10408
+,16454,15997,13618
+,14120,5690,5513
+,5133,6646,7030
+,13787,15941,13704
+,17075,10339,16907
+,4894,2714,11527
+,5057,2226,14396
+,871,4606,17742
+,4952,3211,13393
+,10668,19452,5132
+,349,4572,3093
+,5632,8723,19416
+,679,3509,19235
+,8135,18958,75
+,4589,19113,7335
+,9494,2695,10227
+,14614,7077,14413
+,13983,3610,17699
-,610,0,0
+,15872,1230,1747
+,3364,5697,8467
+,8972,12849,13764
+,17480,2998,14586
+,4754,5479,16690
+,17509,966,8041
+,17591,3590,11512
+,796,9266,5977
+,2497,5451,12405
+,18989,6448,18708
+,5117,12873,8066
+,11063,12378,14629
+,1562,2761,15624
+,17229,11287,12607
+,10702,19899,17245
+,7193,6387,5379
+,12281,700,1954
+,10909,11458,10247
+,13090,10391,9913
+,3177,5318,7457
+,10053,11838,5866
+,16626,7243,13405
+,4095,13709,2066
+,18824,7393,84
+,5078,1448,1915
+,13861,11996,1152
+,14581,3643,17522
+,13603,2398,5476
+,17074,8465,13106
+,1484,536,14221
+,15668,2021,12387
+,5560,18931,8745
+,3343,13376,1535
+,16179,699,2333
+,12257,3895,2554
+,2414,16959,2300
+,6094,2697,14942
+,10720,7229,16952
+,16109,18762,10129
+,14368,17847,11146
-,43,0,0
+,13068,12238,4831
+,2140,8490,6367
-,505,0,0
+,5666,1721,4144
+,1556,7157,17825
+,19647,14745,4518
+,19963,13799,3025
+,3623,6098,16747
+,18599,9888,14897
+,3725,3115,10977
+,6420,3433,14228
+,1145,5913,2137
+,18886,15418,8336
+,12179,9402,12012
+,13805,1638,15498
+,4958,17168,11909
+,1062,9054,13621
+,5960,3219,3581
+,4389,17770,3617
+,3162,9914,8115
+,13987,7885,14828
+,15306,16717,16297
+,12558,17252,18692
+,4647,8818,5723
+,11697,15701,10256
+,3967,3509,16623
+,19897,4407,5530
+,12702,6508,10132
+,14517,9213,15
+,8059,7060,2527
+,17027,9599,10948
+,14746,2750,6551
+,16010,10662,6501
+,1279,1735,17388
+,6430,9655,759
+,1265,13375,18958
+,86,15605,10155
+,16238,7291,9557
+,19737,14393,8941
+,13726,179,6454
+,15641,16284,19738
+,16012,16823,18180
+,1445,19871,5847
+,12004,13972,16287
+,16433,18842,8387
+,3068,12752,2740
+,13324,13446,15169
+,15373,17933,15858
+,7211,18106,16567
+,12841,9667,14736
+,12765,1735,12505
+,2324,8021,5222
+,10780,7834,9717
+,40,16704,4616
+,17196,13463,18089
+,17026,11188,263
+,7326,12960,17109
+,10779,16131,4129
+,4581,17580,988
+,757,7954,9334
+,2652,10616,13290
+,12155,8121,16475
+,6838,7714,2159
+,16264,6390,7777
+,11213,12940,9693
+,8152,16456,19861
+,4568,8640,10437
+,6741,12326,17547
+,6795,14154,2372
+,6376,9047,11398
+,19340,1722,14345
+,3851,12085,14622
+,7586,14527,3941
+,17340,11633,19026
+,6744,19309,8727
+,11192,17316,9471
+,959,6103,15005
+,5373,612,5682
+,4603,9146,17471
+,15541,16434,9550
+,19468,3511,18297
+,3493,6492,14117
+,4215,6829,11161
+,12100,18648,7665
+,7796,1983,3584
+,3615,1818,16070
+,14446,15740,3071
+,19231,16636,14245
-,211,0,0
+,7625,15970,5635
+,17241,10842,10675
+,4908,3785,5138
-,367,0,0
+,4892,4546,59
+,2834,16796,17374
+,19620,6210,9019
+,15527,2054,16997
+,8007,6960,138
+,10193,960,822
+,3253,5039,19940
+,15398,3213,2400
+,4093,12223,13848
+,8505,13633,7878
+,17029,11147,13782
+,1191,11355,2377
+,4482,1153,6476
+,10439,9457,2272
+,4869,4825,13878
+,12610,9052,5287
+,6166,15343,5929
+,829,6715,6775
+,10950,4556,4514
+,8331,1540,7201
+,11060,18070,3144
+,18694,15859,13120
+,13061,15963,12109
+,8082,6349,13069
+,14232,2782,10432
+,6173,1160,16706
-,106,0,0
+,691,11773,18938
+,3680,12426,4058
+,14640,12136,15089
+,8275,9531,17131
+,13439,18535,5933
+,7685,5232,18106
+,13310,9375,18385
+,15871,4528,16478
+,9680,6171,13521
+,16982,1608,18143
+,13864,9607,16026
+,8218,12498,3761
+,3430,890,16370
+,3722,3929,4035
+,4156,5486,6696
+,15347,17808,10625
+,9126,19748,19608
+,3395,12148,483
+,8013,12939,18726
-,916,0,0
+,15181,11920,16679
-,864,0,0
+,4511,13683,8118
+,8501,17476,4231
+,8838,4853,2622
+,18091,13372,12306
+,6698,7600,16514
+,8563,1456,316
+,17350,17418,13403
+,11789,2936,15766
+,12709,6551,16037
+,1514,9414,4677
+,18568,860,7451
+,11187,267,9798
+,14051,15464,6512
+,9377,8908,8705
+,776,1237,8328
+,1485,4226,7805
+,17293,2535,7069
+,7961,8954,19265
+,17895,70,12824
+,6668,19228,19748
+,5081,8662,552
+,15251,17141,579
-,292,0,0
+,19855,1923,19185
+,314,2223,11552
+,15739,6624,9903
+,6645,6209,10030
+,3096,11576,13865
+,5131,2790,11135
+,438,16984,11887
+,508,9812,10172
+,10586,3622,7079
+,7479,6216,384
+,10009,12007,12072
+,10767,11941,3571
+,6633,15627,11416
+,8333,8589,7017
+,4142,315,9679
+,17038,16066,15815
+,12367,5279,5833
+,12532,5896,9862
+,15896,4246,618
+,18947,4391,8874
+,13657,11922,9823
+,7137,14399,14412
+,14488,12748,12269
+,14273,61,3491
+,1808,16724,2387
+,13388,14005,14867
+,7320,17866,10620
+,13890,3054,3592
+,15560,6432,16528
+,865,17066,3857
-,259,0,0
+,1905,16888,1797
+,14953,10359,12517
+,12856,3655,15366
+,4981,17860,10370
+,3958,6746,11206
+,7858,11492,4855
+,8954,4764,7710
+,18822,17244,7430
+,24,600,19378
+,2399,10700,12867
+,19776,5787,12821
+,8873,10541,8257
+,18419,3350,15172
+,3465,2421,18571
+,9609,13880,19160
+,17132,12960,18007
+,3644,6735,2745
+,9442,11779,13887
+,14884,2560,11950
+,2369,13639,1920
+,5621,8539,16912
+,2770,819,5407
+,9926,1212,11703
-,350,0,0
+,19318,11895,13590
+,14122,19067,18897
+,15059,15938,13048
+,19004,15264,9841
+,8715,11813,11007
+,12439,15001,2284
+,16793,17675,7059
+,7262,9523,285
+,2715,4628,15892
+,3142,7379,16291
+,10980,18046,10530
+,16788,11382,7955
+,6839,959,7825
+,14949,10879,9488
+,2037,4736,15621
-,202,0,0
+,11284,3544,19682
-,475,0,0
+,6954,17355,8319
+,17225,4290,10857
+,13654,5497,179
+,994,8180,5447
+,16954,3857,2148
+,6607,14404,13725
-,313,0,0
+,16802,10374,6286
+,6132,9698,8064
+,7151,10865,10354
+,5645,19757,12873
+,8317,5571,16101
+,3551,17986,2784
+,4835,17667,14802
-,388,0,0
+,1483,9020,11751
+,6383,15946,5770
-,73,0,0
+,580,7525,11582
+,19511,1348,3687
+,16254,2767,8046
+,15676,11080,7764
+,11948,9964,2781
+,6558,6512,2160
+,1570,769,19168
+,14298,1491,3232
+,1573,12857,13374
+,15889,958,14882
+,12167,10302,8725
+,6332,2811,12932
+,15090,10357,2838
+,7178,16942,6992
+,15230,9912,8666
+,16816,16005,9295
+,13539,7844,17310
+,7537,12237,9313
+,4703,14530,13621
+,12122,538,16183
+,12816,963,4761
+,6879,223,14395
+,4333,13104,17245
+,9731,13433,8931
+,4959,4114,17115
+,10763,9232,17367
+,10513,1558,2775
+,4832,2768,6178
+,861,6994,13985
+,3269,10009,5623
+,5014,12735,5996
+,12795,11269,4864
+,2888,19498,11250
+,307,15681,15256
+,12253,7007,8080
+,12859,18807,2619
+,6220,19547,4376
+,14625,4700,14939
+,9426,11700,18144
+,15270,2622,10099
+,12785,12014,8324
+,6398,2857,13200
+,19429,9465,5007
+,18788,7247,19275
+,10883,10684,14196
-,272,0,0
+,16586,9761,14915
-,318,0,0
+,5330,7,6198
+,2865,7252,18845
+,2487,13715,6761
+,16803,3858,6708
+,2241,8503,19050
+,856,7499,9846
+,16334,3662,11152
+,11133,12103,5946
+,9843,10406,7018
+,1278,15952,17675
+,19691,4145,8626
+,3093,10552,16491
+,13386,3278,6325
+,5706,6997,8609
+,16543,3153,7975
+,3870,3546,6705
+,607,11115,13784
+,16094,4718,3698
+,15783,15893,994
+,1610,2015,5209
+,15102,639,6082
+,19277,12188,14323
+,3376,14594,4863
+,10680,9369,19076
+,8742,7258,2487
+,10493,19436,8991
+,4055,7617,18216
+,4250,926,9811
+,4276,7465,5046
+,9310,2711,10198
+,2292,14931,1153
+,12054,6133,5807
+,11802,13088,8892
+,17044,7919,6763
+,8559,18793,17490
+,16904,16359,14427
+,15947,8031,19603
+,10877,9168,14166
+,15330,6795,14590
+,2469,9262,1587
+,9439,10610,8376
+,19900,7400,7618
+,11492,3810,2390
+,2111,2327,12765
+,7721,14000,13989
+,82,9964,19957
+,3285,17585,8303
+,2272,17992,14975
+,7931,6616,11241
+,7627,2623,8183
+,8480,11000,10002
+,8484,12948,12607
+,13362,17353,11062
+,16151,1514,19963
+,10158,19420,10606
+,8500,3883,14954
+,10427,6136,17645
+,4713,19404,4923
+,15730,19443,16028
+,6130,8709,13716
+,15908,2712,12124
+,10894,15038,8650
+,12656,494,10921
+,4436,19349,19553
+,18342,11834,18213
+,19996,3139,17152
+,16302,3756,2931
+,18212,2722,19331
+,539,4137,2641
+,17542,6063,286
+,192,10779,6971
+,6298,1517,730
+,1849,19331,15989
+,3475,15910,9090
+,425,9809,16979
+,11511,4364,14179
+,18270,8662,18482
+,5333,16778,11767
+,4051,482,409
+,4543,6457,6199
+,17456,11021,17314
+,12994,9384,16131
+,13247,4860,16593
+,10396,15180,6046
+,4523,10333,4490
+,7496,7145,1657
+,15112,19867,19683
+,6980,6384,14595
+,17120,10046,8389
+,8688,12024,5082
+,1925,6051,4438
-,197,0,0
+,18216,9469,9565
+,18136,12057,11239
+,17379,8538,5998
+,12017,6365,12889
+,5040,16997,10145
+,13203,11318,7083
-,363,0,0
+,1474,19205,10196
+,19394,17330,17092
+,6938,15414,19832
+,12752,1051,7404
+,2567,12010,17046
