OP,A1,A2,A3,A4,A5,A6 
+,1526,6734,7973,9249,3793,6884
+,4571,1830,4905,8099,7762,488
+,5847,6411,139,1690,938,1937
+,1317,1396,4786,5634,6142,8996
-,798,0,0,0,0,0
+,5466,2427,9668,1775,6380,6067
+,1991,237,7536,9800,7666,3160
+,1434,5274,6229,3042,6270,6515
-,922,0,0,0,0,0
+,9212,6739,4609,7636,1704,9208
+,5374,8447,4387,6435,7870,2737
+,9650,8589,8307,2394,527,5831
+,9891,1433,4983,9661,4780,8717
+,975,5356,8830,4618,7432,8496
-,327,0,0,0,0,0
+,1467,1108,2412,2598,6711,2618
+,2023,6486,7714,7275,4122,2656
+,2326,6319,5529,3868,4686,865
+,8866,7780,9917,4724,8713,8055
+,7999,8463,763,7323,7134,2679
+,553,4094,9975,6653,2602,9618
+,9944,1010,5661,895,8814,1958
+,6323,3296,7916,8698,7641,36
+,9084,6716,5852,5685,9658,7422
+,5012,9853,527,4221,2433,7895
-,752,0,0,0,0,0
+,7225,3493,1533,5424,180,6917
+,7160,9073,792,2779,5487,6579
+,2818,8565,7223,7773,1993,2783
+,6203,6537,6581,4934,988,9255
+,8177,7138,3965,7592,2711,3267
+,9679,9663,2250,7225,2794,4689
+,1331,7643,7754,8335,8404,6342
+,4800,3701,1437,3845,3551,3114
+,3370,4925,1034,1644,2555,8265
+,4791,9469,340,6443,9054,7775
+,5539,3900,7356,5333,6966,5069
+,47,1716,3808,2982,5958,3992
-,233,0,0,0,0,0
+,6461,3937,2471,2700,6409,5385
+,5937,9947,9652,4239,2904,8688
+,5206,3563,9806,4846,9120,6631
+,2707,6421,1766,5864,7258,3075
+,7540,4204,6786,49,4181,1771
-,252,0,0,0,0,0
+,8095,6503,5206,5830,9180,7193
+,1628,3331,5384,5105,4439,2287
-,747,0,0,0,0,0
+,7409,3638,675,7517,6804,1298
+,8572,3414,4269,2046,8354,4231
+,8748,6948,4478,4249,9764,4433
+,3484,9653,6645,5968,5621,2508
+,5785,1085,18,8677,4512,9860
+,8892,4812,9689,8747,8582,2424
+,512,9243,8569,1199,3360,3421
+,2602,9543,6609,4504,6276,6090
+,2723,3159,6197,7061,75,9350
+,3113,4677,5970,7906,6224,1232
+,2212,9542,3695,4354,690,3803
+,9553,3418,1971,9887,6611,4418
+,7948,722,2103,8280,3468,1933
+,841,9442,3147,6837,6138,4524
+,2631,5256,8504,4829,6896,1828
+,1814,8559,7760,6611,9774,8611
-,336,0,0,0,0,0
+,1559,7229,8574,1173,5212,6195
+,2206,983,7807,2830,9754,7278
-,994,0,0,0,0,0
+,1393,3148,5174,2492,5891,1626
+,5341,721,8606,4108,9694,4739
+,5586,4563,2113,3378,376,8401
+,8395,1042,5968,1366,6987,2943
+,8286,7794,1873,8173,318,6734
+,5686,6461,1796,9319,1728,2681
+,3080,5658,9572,8740,5169,4378
+,2451,2664,3500,8962,6314,5363
+,6910,2875,1765,5458,2247,2024
+,6267,8752,2850,415,614,786
+,4335,6048,3492,305,3698,7752
+,9008,5956,1243,8078,4412,2819
+,9252,9289,3322,7421,5518,3524
+,8136,7940,6532,8719,5164,5835
+,2656,2768,4495,9274,7747,6684
+,2944,3865,338,197,3217,6669
+,3499,9193,677,9731,7712,5594
+,4074,9502,7540,3850,8855,3230
+,9178,1554,796,7160,156,6942
+,8073,8060,8505,998,8045,181
-,25,0,0,0,0,0
+,3581,4554,969,7159,6488,4830
+,1738,2310,6387,9264,9842,7156
+,8229,738,5223,6743,4955,7092
+,1192,2853,2850,3369,9225,3666
+,6208,9427,8368,6572,6984,8601
+,1344,5960,6393,592,7432,1417
+,7714,658,8422,8508,8522,6770
+,3919,1975,9035,95,4373,4742
+,1591,5081,7192,5432,3458,554
-,863,0,0,0,0,0
+,7187,4270,4629,6459,6008,6600
+,734,9079,9567,3649,2959,2242
-,420,0,0,0,0,0
+,6764,3472,1455,9319,2435,4678
+,5284,435,9212,6285,6522,7620
+,9523,5307,9844,1728,3502,6369
+,8617,1031,6587,8264,1349,9511
-,279,0,0,0,0,0
+,3808,1766,47,4121,338,8966
+,2904,5410,3884,7335,5443,4840
+,4623,7578,3868,7456,926,8864
+,9267,8896,5113,9328,6954,3942
+,474,9138,7727,7118,539,5720
+,7137,8588,6110,3024,7458,217
+,4380,1641,2323,1731,9911,8493
+,3371,9163,6523,1977,9365,8606
+,1503,8256,7647,3941,6573,1832
+,4764,5078,5173,2493,454,6662
-,813,0,0,0,0,0
+,4078,3753,6784,2296,1340,5736
+,7436,9271,6927,6023,2733,3715
+,7965,6068,2938,598,2073,8673
+,5054,6592,2270,8466,6520,1937
+,4315,2269,505,9614,117,827
+,6286,6860,3140,737,9702,5918
+,1925,4592,7827,6854,7616,6332
+,2666,1443,5463,9954,1716,6683
-,819,0,0,0,0,0
+,1133,7901,191,7477,7514,2805
+,991,8180,6513,3887,4620,6393
+,3123,8493,4659,5087,16,8742
+,8689,9875,8676,1793,3644,8944
-,653,0,0,0,0,0
+,4025,1542,2497,2904,9449,80
+,4769,1889,4100,5237,1578,1893
+,94,2550,1868,3617,1585,1315
+,1825,4683,3396,7593,5944,6374
+,5135,9919,7842,443,3013,5093
+,6942,9979,3762,6929,5585,2906
+,9251,3023,9738,7566,9941,8395
+,5059,9258,4132,8714,4678,481
+,2655,8060,7568,162,2169,2100
+,5668,9476,7065,5088,510,498
+,5848,2124,8753,7512,6889,2675
+,6558,2377,8381,3872,4219,914
+,5397,9506,9057,2312,4361,8519
+,5725,2451,1569,3615,6884,5809
+,6327,6682,5801,3765,8746,3193
+,3710,1359,835,7093,8003,7080
+,11,6521,5439,8054,3058,3756
+,7600,12,9048,8224,4420,3321
+,7525,4319,1268,6656,8939,7535
+,4003,4318,2667,2342,606,8410
+,1032,2268,6801,2863,2276,1423
+,4071,4410,9387,1593,3462,9987
+,8690,1495,5482,331,9942,5106
+,6484,8202,761,481,6123,2432
-,768,0,0,0,0,0
+,8414,382,5019,534,5553,5408
+,436,8168,1849,5802,2635,8338
-,232,0,0,0,0,0
+,1156,7842,8326,2559,5779,8145
+,6302,4110,9156,8155,3638,1098
+,774,2378,4138,4299,4216,7264
-,822,0,0,0,0,0
+,1401,3972,2324,7453,7517,5023
+,4444,8704,517,7466,6401,6406
+,4653,1222,4095,8307,1518,4847
+,3149,972,4645,3989,3472,6021
+,5234,4307,2075,6219,7191,6532
+,150,1732,1261,7198,9537,5029
+,1985,6925,7127,7447,422,8016
+,3445,5507,2165,8859,4887,3676
+,6247,7815,4862,4603,4795,9636
+,1798,3401,6968,2855,4110,147
+,7669,411,9848,3805,8573,9132
+,5276,6270,5804,4183,6627,3519
+,7840,6996,6677,1719,7607,9301
+,4355,4312,9898,2137,6293,7917
+,1402,997,7079,2388,7291,3610
+,6021,1549,2566,1111,8602,2200
+,3453,7937,446,3241,1785,4726
+,8149,5690,5298,6439,3123,7491
+,9453,3566,9470,187,2677,2544
+,9869,4478,1077,2668,3861,9838
+,520,662,2780,7473,8093,7462
+,1223,4890,385,4079,2486,3846
+,3872,5797,9760,5608,1181,5398
+,5883,3935,5944,1293,9467,5950
+,9241,8553,1795,811,9439,8207
+,6199,1268,4797,2873,6009,5810
+,3610,2572,8735,4965,1538,7929
-,795,0,0,0,0,0
+,7591,1590,969,1563,8758,9259
+,1410,8628,8204,5804,7108,6786
+,1521,5633,1884,913,2481,930
+,2901,1645,7688,7666,1125,7035
+,4813,73,9637,4389,960,4801
+,7206,3454,1159,6037,4092,7166
+,3878,2649,3780,2412,2556,6113
+,6402,8029,6598,2073,4958,8040
+,5569,6648,3543,9866,3920,1635
+,7685,8240,7151,1192,7378,881
+,336,3592,3476,6155,6374,8947
-,468,0,0,0,0,0
+,4733,7965,889,9203,8108,928
+,7304,514,2659,6330,9059,954
+,8053,4061,5013,83,8637,3877
+,8558,5338,1874,8873,5452,5312
+,8593,9871,1570,8935,266,8682
+,8450,2697,4968,9189,4442,7872
+,4967,180,216,820,2721,9584
+,6737,4428,1570,7489,152,5890
-,84,0,0,0,0,0
+,1493,1050,2027,2308,1571,1237
-,592,0,0,0,0,0
+,1708,9210,4416,1196,5107,5486
+,1644,9404,8664,8292,6629,4027
+,1547,6109,58,787,4821,8199
+,2937,3186,3652,8580,355,410
+,4949,6057,3528,2343,1784,5849
+,4182,208,6548,3114,7981,8750
+,1164,436,1582,238,8974,288
+,3440,3123,4772,9574,5019,752
+,6500,1496,3726,9910,1759,3788
+,9417,9666,4189,5057,5636,5615
+,2409,6801,1551,888,3900,9495
+,7274,3127,9791,6252,8055,5128
-,638,0,0,0,0,0
+,7620,9494,5135,2087,7373,1294
+,984,5565,1844,9976,2765,7034
+,4676,4840,3305,1105,239,164
-,45,0,0,0,0,0
+,6540,7627,4240,1623,5111,9703
+,6579,8888,5573,3847,7445,9905
+,458,6964,4943,2919,6889,7863
+,4909,6473,8679,3932,6956,4872
+,4538,1319,7863,7199,4562,6126
+,1637,1280,4261,8427,4149,9315
+,5469,2915,7596,7211,246,3123
+,4997,3191,1720,2621,8337,1226
+,315,4367,5756,5826,108,9751
+,1469,9934,9294,4516,5213,3041
+,8302,8623,8610,8514,1540,6456
+,6032,7085,8301,2740,1080,6560
-,883,0,0,0,0,0
+,316,6727,4187,5148,4995,5019
+,1234,6446,9292,961,9267,727
+,387,9498,1443,4798,5435,8605
+,41,1714,8279,1575,457,7695
+,5299,6636,4959,4498,6536,7885
+,600,4337,2714,513,4399,2953
+,892,2537,1499,2747,3678,9127
+,5445,5991,8995,9026,7755,3809
-,916,0,0,0,0,0
+,4396,2170,8245,3028,4066,5197
+,7660,4824,4094,5667,3024,3377
+,4251,9303,8069,6284,1697,667
+,4310,2954,7027,4679,5598,1568
+,5578,5843,3284,3151,1050,5409
+,1134,3310,6055,113,4551,1160
+,5024,6894,8758,6893,1382,1237
-,160,0,0,0,0,0
+,6933,3922,5941,2368,9331,2983
+,28,2830,7933,6764,280,9179
+,6778,9743,4110,7751,2654,6620
-,624,0,0,0,0,0
+,1967,9332,9396,9374,6888,1107
+,5554,4251,1954,9689,4510,9957
+,9207,2909,8522,6357,1204,9321
+,6656,8225,5820,8444,8198,4177
+,6564,7769,1789,9103,1558,7077
+,2334,9839,3967,8373,128,3550
+,3444,2116,9393,5900,3376,4285
+,5527,6552,1621,834,4500,8966
-,259,0,0,0,0,0
+,5343,8841,7230,3803,3262,5797
+,4611,4042,7004,4124,6120,3259
+,7383,1319,395,441,4480,3308
+,3735,3642,4881,3288,6234,8936
+,6841,883,4676,4457,9520,1852
-,201,0,0,0,0,0
+,3550,2457,674,6377,9888,9831
+,4742,8547,909,8758,5031,7900
+,2911,5827,5480,6208,8635,6948
+,2159,7553,1683,5585,1129,4750
+,433,6722,1842,3662,6916,2607
-,388,0,0,0,0,0
+,2695,1544,6817,390,9366,6054
+,129,9530,2566,3011,6742,4761
+,7313,3905,6119,6115,4230,229
+,3338,4754,4666,2715,611,2308
+,7154,8159,2466,3237,4460,5943
+,4,4717,2909,2961,5873,6949
-,710,0,0,0,0,0
+,4222,2605,2999,2685,9941,4046
+,8415,1400,5687,6200,7634,3747
+,8600,743,6234,3928,49,8080
+,6742,8611,6592,5834,1958,39
+,686,5868,8457,9022,4000,7125
+,231,2100,4907,5425,7876,9360
+,12,4271,6185,9883,4113,4374
+,7116,678,415,8608,6652,1010
+,1505,8782,6246,3645,5869,5591
+,9864,8821,2034,291,8790,4777
+,701,4994,1474,2230,2422,2649
+,6912,7219,6267,1828,9640,1508
+,6380,9562,1452,7671,9767,6696
+,7623,4685,3589,7968,7863,1194
+,6020,14,8743,5558,8848,6260
-,791,0,0,0,0,0
+,6689,3210,9791,9822,3534,1053
-,767,0,0,0,0,0
-,744,0,0,0,0,0
+,5301,9397,891,9795,8066,1008
+,9851,149,3936,4803,1218,573
+,8793,8576,7480,3628,9620,2335
+,9265,6565,4866,5378,4131,5590
+,3537,7874,7398,2897,8052,8665
+,939,8865,387,8776,1638,2238
+,5801,3765,1535,5868,4565,4924
+,522,7203,5850,4612,6492,9051
+,1930,9885,905,1735,2499,137
+,7077,6974,764,7694,1794,246
+,9550,9989,6265,8547,3577,1373
+,1616,1002,4013,4593,2651,5533
+,5704,2874,4515,4362,1041,3778
+,2851,4671,3444,1983,2080,509
+,1634,8219,513,8655,144,902
+,1739,9800,1254,3667,5320,3877
+,2959,6181,6129,5894,4244,7117
+,8369,1478,8695,2557,9289,8055
+,6408,5637,8186,9568,2089,4950
+,9848,6984,4338,7752,3256,916
+,9472,8867,2391,4532,5849,5519
+,2188,4031,7654,7715,7931,2607
+,8972,504,7446,6689,4874,4378
+,1207,4317,1940,4729,6035,1380
+,9910,8597,6059,385,1738,1745
+,5363,9229,3335,4373,6373,2730
+,8032,9529,8309,764,5524,3185
+,4014,5430,8325,4258,6444,7427
-,375,0,0,0,0,0
+,2832,4062,7848,8357,6837,5820
+,5778,6599,4418,1931,4551,4962
+,546,7569,9410,156,9341,7464
+,3035,7287,8440,6314,9273,7265
-,449,0,0,0,0,0
+,8186,3600,6947,7763,620,5348
+,7232,2755,4283,9443,7790,3554
+,561,3989,339,4538,6806,569
+,1579,1179,217,8298,5602,8951
+,3657,7874,8174,7496,6611,1404
+,4608,6642,7160,3155,7174,3663
+,2905,2997,5274,7040,5309,215
+,3141,8472,3780,2379,5553,3740
+,4421,8345,1074,6576,7495,2361
+,7736,6072,405,2773,6384,5150
+,1414,3925,4050,9540,6142,3142
+,2450,5404,272,8034,9164,8743
+,3796,5036,4738,9940,667,2317
+,1498,4792,7913,363,2387,2758
+,4062,7271,7405,1687,4903,7217
+,5609,9779,2284,7976,5219,2088
+,5971,9104,4787,8925,6130,8217
+,2903,3637,5677,4407,8467,9457
+,9616,227,558,7032,8100,9940
+,5462,2756,4512,5415,9719,7756
+,704,6336,9532,2696,9475,7830
+,9662,9905,9513,1283,2373,2392
+,2183,9143,6156,9075,6203,4981
+,9437,5022,7531,9168,2798,2023
+,6632,713,8510,7916,2525,9444
+,6512,1960,8267,5928,8849,1656
+,9906,9930,2665,6943,6749,3311
+,8422,8906,4793,2863,4909,9393
-,376,0,0,0,0,0
+,1049,287,1377,2878,8706,9504
+,7391,3425,7429,5213,7596,4024
+,8955,6814,7661,9013,9144,1154
+,7425,989,5872,1416,3427,2485
-,349,0,0,0,0,0
+,4004,3327,1501,6890,2926,5813
+,9282,8128,5221,3271,3599,6891
+,4044,7040,2918,9656,4580,351
+,9420,3208,5971,3203,6834,3781
+,6964,9998,3264,3032,1729,8879
+,5810,58,5452,7115,3117,5381
+,5157,8546,5921,7546,0,1664
+,473,5433,7564,8232,1223,8668
+,3280,8095,296,1522,2924,7893
+,6812,8067,6148,927,8220,9777
+,4895,1526,5710,8288,6814,4212
+,9518,3170,799,4830,8671,5842
+,7802,2368,8684,304,2482,5518
+,7849,1063,7728,5243,1583,5223
+,2817,2332,3347,8632,1867,8361
+,7719,1302,9458,3163,8548,7264
+,9915,6058,5861,9663,4560,7858
+,18,164,9706,6657,5124,2716
+,1830,4154,4422,2459,8299,7216
+,9441,2811,2190,9244,8078,5666
+,5928,8535,1471,4501,278,3991
+,3483,8362,1883,2270,171,224
+,412,4431,7574,8415,8290,2364
-,216,0,0,0,0,0
+,3857,4029,2031,7831,5284,2000
+,1545,5980,2654,4919,3962,2110
+,6133,2674,7799,1665,4280,9527
+,7265,227,1295,9088,7671,4100
+,1721,4388,968,3269,910,2940
+,4123,7168,7750,71,5801,203
+,4115,1828,4320,44,6510,5594
+,2360,5593,8199,2017,8230,7111
+,7191,2683,4293,448,9217,9132
+,4045,6871,1677,4715,8893,820
+,8481,4236,613,5180,4982,9916
+,4560,9965,3097,2571,4208,3963
+,7380,9654,2964,661,9932,8276
+,9896,9710,2733,466,6140,70
-,105,0,0,0,0,0
+,148,7406,1947,4625,38,6786
+,1682,9716,2342,3557,5518,7883
+,395,746,1960,9848,3719,578
+,3022,1467,4440,8607,680,5851
+,8989,1221,3343,5803,2116,1824
+,9784,4748,4555,3023,8319,846
+,7138,931,9550,3077,5127,4578
+,7437,5043,2099,8605,5162,2961
+,9904,3786,7,867,3688,9510
-,721,0,0,0,0,0
+,6425,1809,7379,2655,8059,4679
+,4486,3297,4619,5445,5519,4193
+,4932,7625,9453,743,3716,7316
+,3848,2594,2183,3834,2647,5650
+,99,1300,1876,7195,3924,1433
+,9766,7104,7331,781,6716,6003
-,908,0,0,0,0,0
+,8808,6313,6390,2944,2258,9665
+,8367,7130,7532,7907,2886,7387
+,1588,41,6627,6267,5642,1655
+,7375,5898,5486,6305,4427,600
+,4423,2726,2044,9336,8619,7393
+,9455,625,6400,2915,7633,9006
+,7842,9347,2987,3375,9995,2719
-,142,0,0,0,0,0
+,5618,52,6034,463,9042,5356
+,82,8279,3806,4293,1301,785
+,9010,3366,388,497,1714,1060
+,4324,7683,5450,342,864,8486
-,46,0,0,0,0,0
+,6085,7343,8432,1618,3041,37
+,3813,1255,4709,9110,1079,3599
+,4937,6769,5267,798,8374,4800
+,9641,6259,9,1931,4864,6661
+,8113,9334,6717,5885,8986,3807
+,5752,4741,6838,9987,2349,396
+,8656,4080,4859,4761,8589,9957
+,2448,4989,7407,6321,1612,8181
+,4223,4074,4980,4407,2138,409
+,5902,9298,1535,8163,9984,4494
+,2910,5887,8968,4455,3172,1086
+,8390,5224,9439,9393,6383,5625
+,3690,1880,4776,7644,6924,5867
+,7634,485,7599,3063,6641,2420
+,3707,9183,7495,5755,3762,9601
+,1193,6110,5852,9331,1807,1812
-,235,0,0,0,0,0
+,1641,4037,2480,5630,3407,9816
+,2963,3761,5248,5168,4662,4917
+,1362,5487,13,7064,402,7870
+,3779,6195,5734,176,1797,7633
+,2846,9165,6259,9566,824,4784
+,5440,9183,2397,6912,941,8873
+,8264,9747,1753,9929,140,6862
+,7516,1832,310,8382,3014,7761
+,1914,2333,6961,7508,7816,1379
+,8702,9126,4686,434,460,4676
+,6545,1788,4530,596,963,5531
+,5130,7205,9611,9360,7075,1386
-,743,0,0,0,0,0
+,59,891,6890,3677,6776,6887
+,1560,8277,6242,8637,5864,9666
+,3347,1590,290,9116,3298,3615
+,6010,2157,1596,3329,1950,7846
+,154,3369,4217,4357,5464,3927
+,5590,7446,7438,2108,4213,3414
-,947,0,0,0,0,0
+,4054,295,9070,5180,4654,755
+,1902,5651,4110,1562,1329,3789
+,5956,8276,1754,8929,1691,252
+,6240,2310,7063,9571,8606,1706
+,7502,2579,8107,2039,4142,8189
+,5620,3974,5059,7235,6301,6113
+,5767,8256,3891,8138,3569,7447
+,5232,2069,8774,1699,7930,2647
-,416,0,0,0,0,0
+,5272,4531,6849,5961,5600,3405
+,2700,6741,9724,1452,2944,8484
+,1813,8559,3676,9093,548,7222
+,7861,7369,7276,9393,4661,1455
+,8155,5081,5306,7492,4484,5959
+,7812,420,7015,5878,991,8312
+,9454,2406,5565,1016,770,8808
+,6575,1838,8498,9235,5,1680
+,5753,8897,2478,8787,476,5525
+,24,2875,10,9648,2769,5207
+,7334,5011,5385,8628,9581,1494
-,56,0,0,0,0,0
+,131,892,9965,3125,2542,1630
+,5711,3050,207,109,9547,9152
+,2467,5032,1444,4666,8201,3919
+,8838,195,8721,6362,6934,3445
+,1291,988,7109,7534,3327,1420
+,982,3472,686,3388,1335,99
+,590,1462,6706,4065,518,4544
+,7043,263,5780,8962,9900,5178
+,177,9705,3794,1238,6184,2361
+,4629,6509,7757,1665,7058,6431
+,5010,4037,7297,2854,7142,1743
+,466,2965,708,5469,7234,9989
+,9836,6843,2210,1557,837,9867
+,2067,4077,5219,5164,7543,1321
+,1194,1239,8578,2509,7380,5902
+,8035,2444,7083,2490,6042,7917
+,8746,4716,4131,2370,5043,3485
+,8841,6776,5749,3244,7940,2267
+,25,2530,249,4718,7522,1328
-,562,0,0,0,0,0
+,7579,72,2376,1532,3087,2010
+,6712,7473,7830,3397,3682,4873
+,9863,2358,8589,1277,5086,2287
+,4899,8205,8621,4224,654,1263
+,9721,5338,2331,91,2891,4722
+,1697,1792,1355,9383,1440,8296
+,9232,2280,7731,4415,5163,9060
+,3317,363,4262,7866,7111,2235
+,87,3861,2747,408,1077,8747
+,2687,8164,4797,3408,5845,393
+,9195,871,5113,9716,4044,5190
+,364,7836,7177,5316,1859,7777
+,8492,7313,9790,7737,8636,7407
+,9522,6748,1839,3829,8604,2862
+,9259,3041,560,5956,8173,5864
+,932,8329,5205,231,6587,1177
+,8329,4979,8590,6708,7413,7141
+,7038,5948,4892,1287,2398,444
+,8559,1068,5958,1409,772,5174
+,7427,9284,9713,7131,2260,2443
+,4701,2951,8398,4,5008,9979
+,1040,4867,3435,5134,1243,5519
+,1284,6807,8411,7850,9359,804
+,3249,3398,8844,647,2716,3940
+,4954,5285,5323,9444,170,9396
+,2407,1512,1346,7644,8164,9522
+,7643,135,2603,6411,4994,6887
+,8758,1555,1556,9199,842,7479
+,114,2346,1191,9264,5946,1844
+,3308,6128,5455,5259,7272,7006
+,966,2154,606,2055,5586,8705
+,2519,3782,3536,4013,9276,7347
+,3417,2384,5351,2479,5991,5729
+,9728,5791,5714,8449,698,2426
+,6363,6807,3931,6904,5291,4689
+,4554,5738,672,1692,6725,2547
+,202,5650,5955,625,4579,2201
+,1202,8091,3049,8635,7433,5269
+,9718,1869,1735,8344,2843,915
+,9528,2310,2312,2088,3428,9880
+,3156,4550,1891,2442,2738,5290
+,7121,9734,9200,1236,1630,6352
+,6566,3054,8729,5405,6118,3199
+,6205,5332,6690,1506,8809,1032
+,5571,4058,6157,393,1698,4962
+,9719,8072,1134,3969,9178,3565
+,1212,2106,9389,6180,8044,6507
+,298,9535,6099,6849,4270,5781
+,5350,2026,2588,312,7866,7206
-,484,0,0,0,0,0
+,6827,2593,857,6149,1977,815
+,3665,2897,1767,4851,6668,2265
+,3616,4499,557,5871,5365,8211
+,8005,3274,9283,8388,1018,1057
+,3111,9337,5069,1114,9658,6363
+,746,5923,3610,9408,1473,1678
+,9899,1681,7769,9670,7187,7106
+,7420,9189,6568,9546,2206,1210
+,8820,6194,4293,8616,8451,1965
+,2444,7226,9759,352,7581,9189
-,139,0,0,0,0,0
+,768,8667,4418,7491,6930,6953
+,2800,1700,2939,8721,4377,601
+,3470,1291,4919,6671,9521,9569
+,7045,493,1363,3941,8316,4244
+,2368,3617,1728,2297,8646,4841
+,3456,4268,4357,2742,3961,8681
+,3029,746,1976,6147,2542,7696
+,9710,2463,7246,8442,6535,5355
+,2995,9140,8837,4165,9040,2745
+,2790,3702,2149,1293,5700,7301
+,2855,5540,8869,1551,8421,1757
+,3150,7624,3314,567,6446,6270
+,4136,5870,7374,104,2535,2944
+,3898,8705,8467,1355,8930,7864
+,4597,4402,5676,4481,5200,3212
+,1833,6422,3975,89,7271,5875
+,5905,7516,5058,2665,7394,9355
+,9603,7115,8496,9849,5235,2635
+,4792,8715,848,6175,3283,1511
+,9618,342,1693,4187,297,9677
+,2197,4049,4156,9327,5712,7895
+,9344,374,1492,8908,6628,1252
+,107,5499,7086,3274,8934,5933
+,873,7051,9480,3802,5338,423
+,4325,678,5242,6567,1227,6146
+,6190,2003,1455,664,3001,1657
+,5422,2900,9277,3179,9360,2068
+,6679,2732,7555,6203,4166,7328
+,8267,8088,1554,8956,1848,3370
+,2784,4754,5645,8157,5619,5564
-,371,0,0,0,0,0
+,5076,5700,4541,475,6484,6841
+,7099,9278,127,1553,286,890
+,6175,6562,7998,2147,9249,5859
+,3738,3029,9143,8425,6322,9119
+,6931,6395,7232,1115,7643,924
+,8929,5620,5229,5003,6678,6806
+,7387,2913,5341,3460,7087,2740
+,8666,8143,5282,4581,663,794
+,5851,4415,7433,6304,9743,6360
+,9463,9523,6408,964,2247,2617
+,5001,7134,2936,5154,2696,5479
+,9983,392,7497,558,1880,4866
+,2923,655,3738,1204,6764,9237
-,379,0,0,0,0,0
+,6537,3167,7077,4483,9115,1986
+,2572,205,2741,4049,5877,7805
-,365,0,0,0,0,0
+,4920,1815,8360,6223,3226,8363
+,3669,5779,1661,2376,9642,8793
+,9762,2304,6503,6969,1899,2014
+,1232,7057,4479,175,336,5655
+,7576,6289,2156,1046,9150,2827
+,9991,4085,687,8133,7319,3837
+,4409,434,2210,9505,3052,9832
+,941,2243,9502,3627,611,4187
+,1801,6160,832,7932,890,2570
+,687,6191,5041,5995,1461,5464
+,6960,544,1689,8050,7240,2217
+,4912,5254,3741,8645,286,7923
+,4504,7680,5615,1078,1339,7282
+,2613,1205,9855,4648,5356,8543
+,1109,3725,1827,8111,4919,6852
+,3065,8122,3625,6725,4989,971
+,5393,6093,1835,2491,1844,3881
+,2008,8819,9192,5788,6137,4411
-,644,0,0,0,0,0
+,9720,2062,4280,7403,8494,4905
+,3882,1895,7999,7605,4324,4237
+,2056,3757,8179,35,2218,8635
+,7378,165,4984,632,8164,1397
+,9776,5434,4381,6067,4404,3067
+,7655,9533,1240,4994,5143,5010
+,405,7575,8602,7870,1555,8580
+,6139,5883,7947,7284,2172,1961
+,3678,6593,7605,8667,3184,2775
+,9602,7632,6958,6844,9957,7739
+,8557,1470,2878,7845,984,7495
+,1620,4406,607,1076,9692,9739
+,4755,8788,2183,1135,2869,305
+,3045,1490,9204,1169,1488,5499
+,6871,1017,2085,4589,6829,2489
